epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.44027534290216863,0,64,7500,0.099,0.2483603109139949
0.43104973318986595,1,64,7500,0.1138,0.2524149608798325
0.42191112390719354,2,64,7500,0.1656,0.2457095510326326
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.4305095139425248,0,64,7500,0.1385,0.24847596022300422
0.4179562539793551,1,64,7500,0.2769,0.2466415709350258
0.4148291440214962,2,64,7500,0.3591,0.24592791101895273
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.4264281438663602,0,64,7500,0.2294,0.24725116998888552
0.42766327410936356,1,64,7500,0.2911,0.2509758109226823
0.41948646400123835,2,64,7500,0.3287,0.2457197408657521
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.42463644384406507,0,64,7500,0.2143,0.24587241117842495
0.42259228392504156,1,64,7500,0.3301,0.24748583091422915
0.4195535050239414,2,64,7500,0.427,0.2452598598320037
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.4314262429252267,0,64,7500,0.1672,0.24987388006411493
0.4185639340430498,1,64,7500,0.2323,0.25457502994686365
0.42242177412845194,2,64,7500,0.2699,0.24567356100305915
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.42330595501698554,0,64,7500,0.1475,0.24945262004621327
0.41401442396454513,1,64,7500,0.2251,0.24645073106512427
0.42165703303180635,2,64,7500,0.3057,0.24811417004093528
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.4414162030443549,0,64,7500,0.2008,0.24971773102879524
0.426401583943516,1,64,7500,0.2667,0.24833661108277738
0.43382278410717845,2,64,7500,0.343,0.24835744104348123
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.43100430397316813,0,64,7500,0.1571,0.24640882993116975
0.4258829029276967,1,64,7500,0.2049,0.24541074107401073
0.41297361394390464,2,64,7500,0.2549,0.24605255108326674
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.43125373288057745,0,64,7500,0.1075,0.24825867102481425
0.4209488029591739,1,64,7500,0.2275,0.2449269110802561
0.42251230380497873,2,64,7500,0.2913,0.2444788902066648
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.4267465139273554,0,64,7500,0.1003,0.2515924999024719
0.4202478239312768,1,64,7500,0.1088,0.2464422401972115
0.41781833302229643,2,64,7500,0.133,0.2457555311266333
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.4305478339083493,0,64,7500,0.1228,0.24485344998538494
0.4186600628308952,1,64,7500,0.1306,0.24441076116636395
0.4190173239912838,2,64,7500,0.1528,0.25015120999887586
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.8394178280141205,0,64,15000,0.3363,0.24518350092694163
0.820416069123894,1,64,15000,0.3934,0.2451539298053831
0.8232202487997711,2,64,15000,0.4447,0.24512961111031473
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.853004917036742,0,64,15000,0.2313,0.24401692091487348
0.8247256190516055,1,64,15000,0.3398,0.2441205910872668
0.8235399690456688,2,64,15000,0.392,0.24893290014006197
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.8275012590456754,0,64,15000,0.2708,0.24395498004741967
0.830100588966161,1,64,15000,0.3201,0.24462401098571718
0.8272014087997377,2,64,15000,0.3559,0.24927850114181638
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.8562468071468174,0,64,15000,0.2876,0.2458101708907634
0.8277029690798372,1,64,15000,0.3221,0.24647115007974207
0.8303852591197938,2,64,15000,0.3598,0.24940284993499517
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.8460493879392743,0,64,15000,0.2507,0.2456979409325868
0.8310514290351421,1,64,15000,0.373,0.24575243005529046
0.8316985280252993,2,64,15000,0.4047,0.2475444208830595
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.8308815089985728,0,64,15000,0.1824,0.24477970995940268
0.8292387688998133,1,64,15000,0.2532,0.24420892004854977
0.8263249180745333,2,64,15000,0.3507,0.25385434995405376
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.8457970069721341,0,64,15000,0.3159,0.24582676100544631
0.8344332980923355,1,64,15000,0.4527,0.2455713809467852
0.8212636690586805,2,64,15000,0.4934,0.24617477087303996
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.847955817123875,0,64,15000,0.1475,0.25644686981104314
0.8267950578592718,1,64,15000,0.2138,0.2464135200716555
0.8337837969884276,2,64,15000,0.2783,0.2463318109512329
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.8409425881691277,0,64,15000,0.2293,0.25232566986232996
0.8196601090021431,1,64,15000,0.2846,0.24563867994584143
0.8225270789116621,2,64,15000,0.3162,0.2462349901907146
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.824573609046638,0,64,15000,0.1746,0.24491208093240857
0.8499165989924222,1,64,15000,0.186,0.2558761187829077
0.8329868179280311,2,64,15000,0.2443,0.24538650107569993
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
0.8424120279960334,0,64,15000,0.277,0.2458488999400288
0.8163486688863486,1,64,15000,0.3389,0.24380040005780756
0.8186022189911455,2,64,15000,0.4065,0.24401559098623693
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
1.635181297082454,0,64,30000,0.2201,0.24479604978114367
1.621862747007981,1,64,30000,0.3886,0.24520724988542497
1.6250248169526458,2,64,30000,0.5024,0.2463480110745877
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
1.6356325878296047,0,64,30000,0.3012,0.24489936116151512
1.6361117779742926,1,64,30000,0.4618,0.243839621078223
1.6420210879296064,2,64,30000,0.4977,0.2469102710019797
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
1.6521593281067908,0,64,30000,0.3094,0.2562081899959594
1.6447529180441052,1,64,30000,0.4264,0.24515595100820065
1.621917397947982,2,64,30000,0.56,0.24312996212393045
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
1.6892515448853374,0,64,30000,0.408,0.24942288012243807
1.6683069348800927,1,64,30000,0.5352,0.2512398799881339
1.6781720439903438,2,64,30000,0.5607,0.25006592087447643
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
1.700715156039223,0,64,30000,0.3914,0.24551478098146617
1.7064218749292195,1,64,30000,0.4683,0.24450610089115798
1.6429128269664943,2,64,30000,0.5092,0.24359159101732075
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
1.658331876853481,0,64,30000,0.2917,0.2460367709863931
1.655456376960501,1,64,30000,0.5385,0.2514226611237973
1.6556762370746583,2,64,30000,0.5942,0.2435632818378508
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
1.6621302659623325,0,64,30000,0.3901,0.24476634105667472
1.6513653269503266,1,64,30000,0.4264,0.24847153085283935
1.6211587679572403,2,64,30000,0.4971,0.24286163109354675
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
1.6479736459441483,0,64,30000,0.2591,0.24423085013404489
1.6417407661210746,1,64,30000,0.4542,0.24506862182170153
1.6568033669609576,2,64,30000,0.5595,0.24409139109775424
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
1.6489059480372816,0,64,30000,0.2965,0.24327356996946037
1.6410787380300462,1,64,30000,0.3965,0.24251460004597902
1.6551680869888514,2,64,30000,0.5457,0.2458846198860556
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
1.7376686639618129,0,64,30000,0.3272,0.24631709000095725
1.6553008970804513,1,64,30000,0.4535,0.2468954308424145
1.645441906992346,2,64,30000,0.5236,0.2515775610227138
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
1.6690505370497704,0,64,30000,0.384,0.2452028498519212
1.6519753669854254,1,64,30000,0.5297,0.2452530909795314
1.643726997077465,2,64,30000,0.5666,0.24276111088693142
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
3.319917174987495,0,64,60000,0.4046,0.2450977899134159
3.3029654449783266,1,64,60000,0.5071,0.2450237909797579
3.27316151605919,2,64,60000,0.5934,0.24442489095963538
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
3.3398956609889865,0,64,60000,0.4959,0.24794404092244804
3.2729669760446995,1,64,60000,0.5653,0.24512700084596872
3.272111146012321,2,64,60000,0.6084,0.24565851991064847
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
3.3721756520681083,0,64,60000,0.4919,0.2472868610639125
3.355471801944077,1,64,60000,0.5846,0.24921092111617327
3.2825007559731603,2,64,60000,0.6149,0.244419100927189
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
3.2823323919437826,0,64,60000,0.5179,0.24414647091180086
3.3073114650323987,1,64,60000,0.6252,0.24324110988527536
3.2992479449603707,2,64,60000,0.6404,0.25075271003879607
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
3.2492992971092463,0,64,60000,0.4173,0.24419316998682916
