epoch_duration,epoch,batch_size,data_size,accuracy,test_duration,num_agents
4.246653986861929,0,64,60000,0.4435,0.32044008700177073,3
3.6553425029851496,1,64,60000,0.5857,0.25387145997956395,3
3.503286849008873,2,64,60000,0.6112,0.24720590095967054,3
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration,num_agents
3.369205483002588,0,64,60000,0.429,0.2471975910011679,3
3.3946954221464694,1,64,60000,0.5683,0.2509321109391749,3
3.431035531219095,2,64,60000,0.6224,0.24845307087525725,3
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration,num_agents
3.3755832239985466,0,64,60000,0.4841,0.2480572999920696,3
3.3503420930355787,1,64,60000,0.6027,0.2478896409738809,3
3.384194692131132,2,64,60000,0.6282,0.25466541084460914,3
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration,num_agents
3.357397482963279,0,64,60000,0.5427,0.24651898094452918,3
3.2976014460437,1,64,60000,0.6043,0.2467704708687961,3
3.331146023934707,2,64,60000,0.628,0.24705458106473088,3
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration,num_agents
3.359589032828808,0,64,60000,0.3987,0.24575647106394172,3
3.331164235016331,1,64,60000,0.5392,0.2473488610703498,3
3.595257895067334,2,64,60000,0.6041,0.2472165699582547,3
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration,num_agents
3.3508133499417454,0,64,60000,0.4273,0.24545484990812838,3
3.3003895939327776,1,64,60000,0.5469,0.24664513999596238,3
3.2934684860520065,2,64,60000,0.6006,0.24655052088201046,3
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration,num_agents
3.307019595988095,0,64,60000,0.451,0.24527541105635464,3
3.291307056089863,1,64,60000,0.5788,0.2456117810215801,3
3.281155107077211,2,64,60000,0.6217,0.24675669986754656,3
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration,num_agents
3.279607716947794,0,64,60000,0.4968,0.24390779109671712,3
3.2904730858281255,1,64,60000,0.5172,0.2451044910121709,3
3.2705377370584756,2,64,60000,0.5794,0.24425821099430323,3
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration,num_agents
3.315719304140657,0,64,60000,0.4325,0.25297080096788704,3
3.3224022348877043,1,64,60000,0.6232,0.24695929093286395,3
3.293312546098605,2,64,60000,0.628,0.24666670081205666,3
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration,num_agents
3.2813769069034606,0,64,60000,0.3079,0.24488070118241012,3
3.3063601558096707,1,64,60000,0.5474,0.24480127007700503,3
3.3021916660945863,2,64,60000,0.6183,0.24727425095625222,3
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration,num_agents
3.311674742028117,0,64,60000,0.479,0.24414294981397688,3
3.285599522991106,1,64,60000,0.5238,0.2458246210590005,3
3.363026520004496,2,64,60000,0.6217,0.25242696003988385,3
