epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
2.6947708560619503,0,4,6250,0.1036,1.9336524158716202
2.6761998881120235,1,4,6250,0.1073,1.9253416459541768
2.673236517002806,2,4,6250,0.1262,1.9261243960354477
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
2.628378789173439,0,4,6250,0.1,1.8910593178588897
2.6474708491005003,1,4,6250,0.1,1.894589216914028
2.597621890017763,2,4,6250,0.1005,1.9025515168905258
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
2.649421079084277,0,4,6250,0.1,1.8966478467918932
2.628385870018974,1,4,6250,0.1004,1.8965665770228952
2.620065949857235,2,4,6250,0.1104,1.8830586080439389
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
2.6590495489072055,0,4,6250,0.1,1.9148271360900253
2.6558944389689714,1,4,6250,0.0982,1.9325792761519551
2.670214198064059,2,4,6250,0.1111,1.941855336073786
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
2.6398241089191288,0,4,6250,0.1098,1.9081093680579215
2.649073217995465,1,4,6250,0.1094,1.917371187126264
2.6588999880477786,2,4,6250,0.1186,1.9076475771144032
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
2.6378252990543842,0,4,6250,0.1,1.9022507180925459
2.645897618960589,1,4,6250,0.1003,1.9184277961030602
2.663834267994389,2,4,6250,0.109,1.909313536947593
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
2.6445951079949737,0,4,6250,0.1028,1.897773966891691
2.615037558833137,1,4,6250,0.1331,1.8924157191067934
2.660521058132872,2,4,6250,0.1627,1.883419587975368
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
2.6702664678450674,0,4,6250,0.1,1.9346003360114992
2.6688681580126286,1,4,6250,0.1,1.911225136835128
2.657744607888162,2,4,6250,0.1095,1.911385017214343
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
2.6629483979195356,0,4,6250,0.1221,1.8863719280343503
2.6342553989961743,1,4,6250,0.1278,1.8897393869701773
2.6294771190732718,2,4,6250,0.1379,1.9003600568976253
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
2.709373926045373,0,4,6250,0.1,1.9245347660034895
2.6554335390683264,1,4,6250,0.1,1.910752316005528
2.6853110080119222,2,4,6250,0.0994,1.911253327038139
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
2.6349573789630085,0,4,6250,0.0991,1.945243006106466
2.6420456590130925,1,4,6250,0.1026,1.9270078060217202
2.667114868061617,2,4,6250,0.1157,1.9303290059324354
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
5.382007883861661,0,4,12500,0.1092,1.9571560740005225
5.366033655125648,1,4,12500,0.1717,1.9570824848487973
5.360724123893306,2,4,12500,0.1853,1.9516203559469432
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
5.358546894975007,0,4,12500,0.1018,1.9408920661080629
5.368881133850664,1,4,12500,0.1581,1.9472168660722673
5.3655896140262485,2,4,12500,0.2462,1.920264766085893
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
5.266016487963498,0,4,12500,0.1644,1.915830077137798
5.266173548065126,1,4,12500,0.181,1.8974116179160774
5.233711029868573,2,4,12500,0.2203,1.924612666014582
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
5.27529122796841,0,4,12500,0.1,1.8891552181448787
5.313377365935594,1,4,12500,0.1388,1.9015507982112467
5.262079879175872,2,4,12500,0.1781,1.8986214969772846
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
5.282092557987198,0,4,12500,0.1446,1.8792621579486877
5.275961926905438,1,4,12500,0.1601,1.8762475289404392
5.241685968823731,2,4,12500,0.2345,1.871735128108412
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
5.223034449853003,0,4,12500,0.1076,1.8840110481251031
5.20736224995926,1,4,12500,0.1239,1.8670695591717958
5.176316930912435,2,4,12500,0.1692,1.8664678891655058
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
5.272291357861832,0,4,12500,0.1643,1.9206073370296508
5.254310077987611,1,4,12500,0.1767,1.9053774869535118
5.236222950043157,2,4,12500,0.1911,1.9027406370732933
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
5.25875708879903,0,4,12500,0.1267,1.9074217271991074
5.268710108008236,1,4,12500,0.1818,1.896949748042971
5.253735288977623,2,4,12500,0.1971,1.9003617570269853
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
5.155504991067573,0,4,12500,0.1,1.85411067889072
5.165027442155406,1,4,12500,0.1418,1.8482635798864067
5.15514872292988,2,4,12500,0.2084,1.8459077889565378
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
5.24097709893249,0,4,12500,0.1111,1.8935337990988046
5.187954620923847,1,4,12500,0.1161,1.8930058469995856
5.193215862149373,2,4,12500,0.1302,1.8902600170113146
epoch_duration,epoch,batch_size,data_size,accuracy,test_duration
5.187019801931456,0,4,12500,0.1135,1.8623044381383806
5.187565261032432,1,4,12500,0.1454,1.864039649022743
5.177493202034384,2,4,12500,0.2,1.8566265478730202
